return_list
-178.53405604303273
-176.99024191427824
-168.49650294841152
-171.57658685884988
-140.23727026579945
-158.54942277213854
-178.16825649183923
-178.96238970829245
-171.47676236613393
-178.4760544521874
-170.0900325066666
-173.9348267824525
-158.25141877005936
-179.04417195096653
-178.32570525554198
-178.01917224725145
-173.12149854266133
-173.99849518456364
-179.13010039030053
-177.6209927258189
-179.14106951642788
-172.19032219908706
-169.48926621860898
-177.65945214198388
-173.51191476249107
-177.81450800974565
-154.44438386282675
-176.73108019618962
-143.24109113425652
-173.53021119041156
-148.05830519511608
-105.08680116043111
-169.3993812452277
-120.97184410647397
-143.51361056945802
-144.907336342533
-150.7756998021165
-118.96751124777211
-122.0255571882642
-120.74246349213048
-169.9821463147801
-136.4346452065108
-121.73086556737549
-108.90405751107821
-103.94180263626853
-121.72184087210857
-139.89542830591014
-111.5726675114942
-109.60476114038183
-140.94918360465704
-107.39151306508926
-108.08517151806944
-104.52780407722447
-103.6150885318368
-109.702351968222
-110.16254074239309
-155.7719931465687
-116.60636188585705
-110.25570176282164
-125.3479531836604
-111.73491144727073
-120.21712601656776
-111.30669070191477
-122.91168037298792
-147.7096735463557
-154.9549072820834
-148.61150698827183
-129.15428191029645
-148.50592152141118
-144.45017413768264
-129.18280173641188
-141.9084162510496
-132.22538784388732
-142.35011254695698
-123.52152956493983
-118.01804571329916
-114.40890411944774
-168.62514815864793
-125.44037735268289
-126.6493142853863
-156.1328310010588
-122.88735784296642
-124.23094965132438
-142.57704549942318
-119.09771259854928
-113.6658164867367
-104.13468307521072
-127.65233547104273
-120.02901879604582
-114.48822832829494
-128.8927159855684
-128.1294522674382
-117.79379665149936
-140.9803969973209
-127.57343042756875
-132.94782358930095
-92.23807161172843
-107.73302486097462
-80.92146134941457
-89.8368397908207
-172.08516767933605
-81.78942074458557
-83.20622746354827
-131.43388302412595
-151.78966587412825
-113.34625218271343
-160.5093309127593
-174.81800735082112
-136.73850656510143
-81.54408025820544
-83.77098683645073
-117.86410692735751
-133.30196056803848
-78.1362913379024
-77.84738196093035
-94.5939201769881
-125.97176285932656
-119.13024075672618
-83.36205652143063
