return_list
29.0
12.0
12.0
15.0
9.0
9.0
10.0
15.0
16.0
15.0
15.0
24.0
26.0
83.0
84.0
58.0
111.0
70.0
79.0
42.0
70.0
108.0
77.0
142.0
148.0
137.0
157.0
241.0
196.0
235.0
500.0
500.0
112.0
310.0
368.0
500.0
500.0
167.0
407.0
500.0
415.0
500.0
500.0
94.0
500.0
500.0
35.0
500.0
10.0
31.0
15.0
16.0
22.0
22.0
32.0
35.0
30.0
41.0
129.0
33.0
18.0
85.0
34.0
147.0
34.0
133.0
99.0
109.0
107.0
102.0
152.0
153.0
157.0
166.0
150.0
157.0
325.0
157.0
212.0
190.0
265.0
164.0
243.0
131.0
265.0
204.0
175.0
163.0
221.0
406.0
278.0
176.0
203.0
180.0
145.0
147.0
143.0
155.0
140.0
166.0
204.0
187.0
182.0
184.0
169.0
148.0
194.0
200.0
212.0
225.0
190.0
149.0
165.0
149.0
125.0
221.0
109.0
129.0
213.0
86.0
198.0
214.0
289.0
385.0
405.0
357.0
386.0
391.0
260.0
426.0
500.0
500.0
500.0
14.0
385.0
365.0
9.0
13.0
13.0
24.0
54.0
13.0
23.0
16.0
62.0
25.0
151.0
41.0
135.0
150.0
153.0
223.0
287.0
329.0
239.0
75.0
235.0
79.0
87.0
95.0
119.0
280.0
257.0
287.0
264.0
382.0
271.0
365.0
421.0
474.0
138.0
101.0
72.0
124.0
272.0
250.0
377.0
260.0
464.0
301.0
122.0
102.0
182.0
284.0
500.0
499.0
139.0
47.0
236.0
194.0
212.0
191.0
267.0
306.0
307.0
211.0
232.0
153.0
177.0
70.0
61.0
132.0
201.0
77.0
104.0
106.0
89.0
154.0
123.0
127.0
114.0
143.0
107.0
163.0
179.0
11.0
89.0
115.0
166.0
125.0
73.0
134.0
96.0
75.0
43.0
129.0
35.0
97.0
124.0
129.0
127.0
143.0
74.0
135.0
129.0
40.0
16.0
28.0
36.0
39.0
329.0
81.0
114.0
130.0
203.0
154.0
195.0
379.0
203.0
90.0
173.0
37.0
85.0
67.0
309.0
232.0
500.0
275.0
471.0
500.0
500.0
32.0
44.0
93.0
27.0
33.0
56.0
156.0
124.0
161.0
153.0
129.0
130.0
199.0
50.0
39.0
234.0
205.0
20.0
82.0
303.0
21.0
97.0
114.0
150.0
244.0
192.0
236.0
500.0
500.0
500.0
500.0
500.0
427.0
455.0
500.0
500.0
500.0
126.0
401.0
500.0
500.0
500.0
459.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
