return_list
-500.0
-500.0
-500.0
-500.0
-500.0
-500.0
-487.0
-349.0
-322.0
-298.0
-381.0
-331.0
-153.0
-241.0
-273.0
-150.0
-140.0
-109.0
-129.0
-138.0
-265.0
-222.0
-266.0
-192.0
-204.0
-177.0
-157.0
-174.0
-162.0
-132.0
-171.0
-146.0
-159.0
-161.0
-419.0
-204.0
-171.0
-147.0
-131.0
-145.0
-113.0
-126.0
-110.0
-173.0
-181.0
-144.0
