return_list
18.0
18.0
81.0
72.0
97.0
185.0
122.0
72.0
76.0
244.0
233.0
247.0
208.0
194.0
361.0
278.0
141.0
172.0
236.0
144.0
181.0
175.0
177.0
101.0
98.0
77.0
116.0
243.0
42.0
88.0
100.0
64.0
43.0
42.0
53.0
79.0
67.0
50.0
47.0
62.0
50.0
82.0
95.0
90.0
167.0
187.0
273.0
83.0
76.0
245.0
314.0
166.0
140.0
278.0
236.0
500.0
327.0
500.0
500.0
498.0
400.0
310.0
500.0
500.0
160.0
500.0
235.0
365.0
209.0
500.0
500.0
500.0
204.0
332.0
500.0
306.0
264.0
359.0
192.0
163.0
239.0
159.0
232.0
183.0
211.0
208.0
500.0
196.0
250.0
500.0
228.0
197.0
500.0
372.0
500.0
153.0
134.0
500.0
191.0
123.0
250.0
172.0
69.0
134.0
185.0
204.0
190.0
365.0
500.0
500.0
354.0
500.0
468.0
304.0
500.0
500.0
500.0
500.0
500.0
500.0
314.0
22.0
85.0
69.0
500.0
325.0
500.0
500.0
131.0
500.0
10.0
500.0
500.0
276.0
500.0
500.0
500.0
384.0
500.0
413.0
340.0
246.0
276.0
334.0
380.0
249.0
446.0
500.0
199.0
383.0
426.0
500.0
500.0
500.0
500.0
500.0
500.0
344.0
407.0
392.0
261.0
328.0
262.0
135.0
120.0
331.0
238.0
291.0
156.0
429.0
500.0
88.0
158.0
166.0
326.0
249.0
338.0
280.0
294.0
283.0
500.0
487.0
227.0
456.0
272.0
500.0
500.0
500.0
500.0
70.0
500.0
381.0
201.0
500.0
500.0
76.0
500.0
500.0
210.0
500.0
500.0
500.0
500.0
500.0
336.0
500.0
500.0
500.0
500.0
500.0
190.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
497.0
500.0
500.0
209.0
408.0
500.0
500.0
500.0
500.0
149.0
500.0
500.0
500.0
466.0
500.0
500.0
432.0
179.0
193.0
166.0
235.0
137.0
260.0
370.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
500.0
