return_list
-178.32790901395924
-179.61012625644625
-179.30537125589385
-179.69398306266683
-179.0052922705145
-179.21377819924123
-176.15915220964467
-173.44542814661054
-178.0384649595702
-175.81779674127733
-177.2126314249513
-173.0713578526864
-177.52512832324823
-176.8295040733827
-174.1553141396643
-175.17866011437337
-168.85184465096054
-167.62761211404043
-172.26723620954962
-173.3223169859014
-168.15158636470014
-172.9776362317529
-170.7226518327578
-169.0432606336802
-170.31524255558563
-171.53223796719396
-171.2826256916116
-165.44876845219997
-156.08665815317303
-157.71485434071565
-165.60520369609463
-136.5224958726603
-174.87256128938893
-131.8977098030191
-130.68536239704994
-149.52382173339538
-163.44150100211027
-136.82460267674082
-126.20842109498508
-151.86344621550515
-166.42124235515612
-158.2054685836814
-157.32916368930975
-140.7502704132216
-160.90120459205184
-149.85415112165825
-165.2539727048245
-158.2865729098987
-116.49473065330916
-105.78041264227639
-112.07808412919216
-112.82942384414827
-113.91277467042732
-121.27165381651778
-109.90953783646916
-103.32818698933549
-128.31248738955492
-103.58195624757997
-104.78219802424083
-117.0098873102804
-118.94309510221042
-106.38261106790665
-117.48266118491775
-104.89364401960056
-100.98877380775703
-141.37556276870967
-110.64805432092298
-107.33198176891356
-118.73682317878726
-123.89400929229048
-114.5036823698113
-125.26102702460209
-108.40446718921672
-100.66934735774213
-119.85288429784872
-124.56472928135136
-123.50825085134484
-102.19583002879969
-138.26771191604965
-107.07966522641098
-152.74846677408615
-103.35383634040429
-109.03964044281852
-115.07909893462316
-108.41295078480746
-110.38094065605058
-135.61634542506619
-115.97839753625021
-157.35902938541398
-84.91874545081271
-137.8389175258944
-96.88548443533074
-95.02299254601671
-96.1617891996651
-56.70795508276841
-54.42914478764875
-100.45594043463608
